"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Calcioancylite-(Ce)","Calcioancylite-(Ce)","Calcioancylite-(Ce)","(Ce,Ca,Sr)(CO3)(OH,H2O)","(Ce,Ca,Sr)(CO3)(OH,H2O)","(Ce,Ca,Sr)(CO_3_)(OH,H_2_O)","(Ce,Ca,Sr)(CO_3_)(OH,H_2_O)","(Ce,Ca,Sr)(CO<sub>3</sub>)(OH,H<sub>2</sub>O)","(Ce,Ca,Sr)(CO<sub>3</sub>)(OH,H<sub>2</sub>O)","Ce Ca Sr C O H","IMA1987 s.p.","R060205 R130005","1278","Russia","1922","Approved|Renamed","Ancylite","ancylite","Fersman A E (1922) Results of the expeditions to Mount Chibina, Comptes Rendus de l’Académie des Sciences de Russie 1922, 59-62 

Name changed from calcioancylite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","1788","Ce Ca Sr C O H"
"Calcioancylite-(Nd)","Calcioancylite-(Nd)","Calcioancylite-(Nd)","Nd2.8Ca1.2(CO3)4(OH)3·H2O","Nd2.8Ca1.2(CO3)4(OH)3·H2O","Nd_2.8_Ca_1.2_(CO_3_)_4_(OH)_3_·H_2_O","Nd_2.8_Ca_1.2_(CO_3_)_4_(OH)_3_·H_2_O","Nd<sub>2.8</sub>Ca<sub>1.2</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>3</sub>·H<sub>2</sub>O","Nd<sub>2.8</sub>Ca<sub>1.2</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>3</sub>·H<sub>2</sub>O","Nd Ca C O H","IMA1989-008","","1279","Italy","1989","Approved|Renamed","Ancylite","ancylite","Orlandi P, Pasero M, Vezzalini G (1990) Calcio-ancylite-(Nd), a new REE-carbonate from Baveno, Italy, European Journal of Mineralogy 2, 413-418","monoclinic","1788","Nd Ca C O H"
"Calcioburbankite","Calcioburbankite","Calcioburbankite","Na3(Ca,Ce3+,Sr,La3+)3(C4+O3)5","Na3(Ca,Ce,Sr,La)3(CO3)5","Na_3_(Ca,Ce^3+^,Sr,La^3+^)_3_(C^4+^O_3_)_5_","Na_3_(Ca,Ce,Sr,La)_3_(CO_3_)_5_","Na<sub>3</sub>(Ca,Ce<sup>3+</sup>,Sr,La<sup>3+</sup>)<sub>3</sub>(C<sup>4+</sup>O<sub>3</sub>)<sub>5</sub>","Na<sub>3</sub>(Ca,Ce,Sr,La)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>","Na Ca Ce Sr La C O","IMA1993-001","R070023","1283","Canada","1993","Approved","Burbankite","burbankite","Van Velthuizen J, Gault R A, Grice J D (1995) Calcioburbankite, Na<sub>3</sub>(Ca,REE,Sr)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>, a new mineral species from Mont Saint-Hilaire, Quebec, and its relationship to the burbankite group of minerals, The Canadian Mineralogist 33, 1231-1235","hexagonal|orthorhombic, monoclinic","748","Na Ca Ce^3+ Sr La^3+ C^4+ O"
"Calciocatapleiite","Calciocatapleiite","Calciocatapleiite","CaZr4+Si3O9·H2O","CaZrSi3O9·2H2O","CaZr^4+^Si_3_O_9_·H_2_O","CaZrSi_3_O_9_·2H_2_O","CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·H<sub>2</sub>O","CaZrSi<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O","Ca Zr Si O H","IMA2007 s.p.","","1290","Russia","1964","Approved|Renamed","Catapleiite"," ","Portnov A M (1964) Calcium catapleite, a new variety of catapleite, Doklady Akademii Nauk SSSR 154, 607-609

Mineral name changed from calcium catapleiite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","orthorhombic","2100","Ca Zr^4+ Si O H"
"Calciohilairite","Calciohilairite","Calciohilairite","CaZr4+Si3O9·3H2O","CaZrSi3O9·3H2O","CaZr^4+^Si_3_O_9_·3H_2_O","CaZrSi_3_O_9_·3H_2_O","CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O","CaZrSi<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O","Ca Zr Si O H","IMA1984-023","","1286","USA","1984","Approved"," ","hilairite","Boggs R C (1988) Calciohilairite: CaZrSi<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O, the calcium analogue of hilairite from the Golden Horn batholith, northern Cascades, Washington, American Mineralogist 73, 1191-1194","hexagonal","1301","Ca Zr^4+ Si O H"
"Calciotantite","Calciotantite","Calciotantite","CaTa4O11","CaTa4O11","CaTa_4_O_11_","CaTa_4_O_11_","CaTa<sub>4</sub>O<sub>11</sub>","CaTa<sub>4</sub>O<sub>11</sub>","Ca Ta O","IMA1981-039","","1287","Russia","1981","Approved"," "," ","Voloshin A V, Pakhomovskii Y A, Tysheva F M (1982) Calciotantite, CaTa<sub>4</sub>O<sub>11</sub> - a new mineral from granitic pegmatites of the Kola Peninsula, Mineralogiceskij Zhurnal 4, 75-79","hexagonal","2527","Ca Ta O"
"Calcite","Calcite","Calcite","CaCO3","Ca(CO3)","CaCO_3_","Ca(CO_3_)","CaCO<sub>3</sub>","Ca(CO<sub>3</sub>)","Ca C O","","R040070 R040170 R050048 R050009 R050127 R050128 R050130 R050307 R150020 R150075","1289","unknown","0","Grandfathered|Approved","Calcite","calcite","Mineral known since antiquity under a number of names, but it appears to have first been called calcite in this publication:
Freiesleben J C (1836) Calcit, Magazin für die Oryktographie von Sachsen 7, 118-121","hexagonal","4700","Ca C O"
"Calcjarlite","Calcjarlite","Calcjarlite","NaCa3Al3F16","Na2(Ca,[box])14(Mg,[box])2Al12F64(OH)4","NaCa_3_Al_3_F_16_","Na_2_(Ca,[box])_14_(Mg,[box])_2_Al_12_F_64_(OH)_4_","NaCa<sub>3</sub>Al<sub>3</sub>F<sub>16</sub>","Na<sub>2</sub>(Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>14</sub>(Mg,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>2</sub>Al<sub>12</sub>F<sub>64</sub>(OH)<sub>4</sub>","Na Ca Mg Al F O H","","","1291","Russia","1970","Approved","Jarlite","jarlite","Described a calcium dominant jarlite:
Nozhkin A D, Moleva V A, Chubkova T P (1970) First find of jarlite in the U.S.S.R., Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 99, 458-462

New mineral species recognized and named:
Povarennykh A S (1973) On the new mineral species calcjarlite, Konstitutsiya i Svoistva Mineralov 7, 131-135","","1079","Na Ca Al F"
"Calzirtite","Calzirtite","Calzirtite","Ca2Zr4+5Ti4+2O16","Ca2Zr5Ti2O16","Ca_2_Zr^4+^_5_Ti^4+^_2_O_16_","Ca_2_Zr_5_Ti_2_O_16_","Ca<sub>2</sub>Zr<sup>4+</sup><sub>5</sub>Ti<sup>4+</sup><sub>2</sub>O<sub>16</sub>","Ca<sub>2</sub>Zr<sub>5</sub>Ti<sub>2</sub>O<sub>16</sub>","Ca Zr Ti O","","R080084","1300","Russia","1961","Approved"," "," ","Zdorik T B, Sidorenko G A, Bykova A V (1961) A new titanozirconate of calcium-calzirtite, Doklady Akademii Nauk SSSR 137, 681-684","tetragonal|orthorhombic","2000","Ca Zr^4+ Ti^4+ O"
"Cameronite","Cameronite","Cameronite","Cu5-x(Cu,Ag)3+xTe10 (x = 0.43)","Cu5-x(Cu,Ag)3+xTe10 (x = 0.43)","Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)","Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)","Cu<sub>5-x</sub>(Cu,Ag)<sub>3+x</sub>Te<sub>10</sub> (x = 0.43)","Cu<sub>5-x</sub>(Cu,Ag)<sub>3+x</sub>Te<sub>10</sub> (x = 0.43)","Cu Ag Te","IMA1984-069","","1302","USA","1984","Approved"," "," ","Roberts A C, Harris D C, Criddle A J, Pinch W W (1986) Cameronite, a new copper-silver telluride from the Good Hope Mine, Vulcan, Colorado, The Canadian Mineralogist 24, 379-384

Chemical formula revised from AgCu_7_Te_10_:
Bindi L, Pinch W W (2014) Cameronite, Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43), from the Good Hope mine, Vulcan, Colorado: Crystal structure and revision of the chemical formula. The Canadian Mineralogist 52, 423-432","monoclinic|tetragonal","","Cu Ag Te"
"Canasite","Canasite","Canasite","K3Na3Ca5Si12O30(OH)4","K3Na3Ca5Si12O30(OH)4","K_3_Na_3_Ca_5_Si_12_O_30_(OH)_4_","K_3_Na_3_Ca_5_Si_12_O_30_(OH)_4_","K<sub>3</sub>Na<sub>3</sub>Ca<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>","K<sub>3</sub>Na<sub>3</sub>Ca<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>","K Na Ca Si O H","","","1307","Russia","1959","Approved"," "," ","Dorfman M D, Rogachev D D, Goroshchenko Z I, Uspenskaya E I (1959) Canasite, a new mineral, Trudy Mineralogicheskogo Muzeya Akademiya Nauk SSSR 9, 158-166","monoclinic","413.6","K Na Ca Si O H"
"Cancrinite","Cancrinite","Cancrinite","(Na,Ca,[box])8(Al6Si6)O24(CO3,S6+O4)2·2H2O","(Na,Ca,[box])8(Al6Si6)O24(CO3,SO4)2·2H2O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,S^6+^O_4_)_2_·2H_2_O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_·2H_2_O","(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Na Ca Al Si O C S H","","R050352 R100110","1309","Russia","1833","Grandfathered|Approved","Cancrinite","cancrinite-sodalite-cancrinite subgroup","Rose G (1833) Cancrinit, in Elemente der Krystallographie, nebst einer tabellarischen Uebersicht der Mineralien, Ernst Siegfried Mittler (Berlin) 155-156","hexagonal","2500","Na Ca Al Si O C S^6+ H"
"Cancrisilite","Cancrisilite","Cancrisilite","Na7(Si7Al5)O24(CO3)·3H2O","Na7(Si7Al5)O24(CO3)·3H2O","Na_7_(Si_7_Al_5_)O_24_(CO_3_)·3H_2_O","Na_7_(Si_7_Al_5_)O_24_(CO_3_)·3H_2_O","Na<sub>7</sub>(Si<sub>7</sub>Al<sub>5</sub>)O<sub>24</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Na<sub>7</sub>(Si<sub>7</sub>Al<sub>5</sub>)O<sub>24</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Na Si Al O C H","IMA1990-013","","1310","Russia","1990","Approved","Cancrinite-sodalite","cancrinite-sodalite-cancrinite subgroup","Khomyakov A P, Semenov E I, Pobedimskaya E A, Nadezhina T N, Rastsvetaeva R K (1991) Cancrisilite Na<sub>7</sub>[Al<sub>5</sub>Si<sub>7</sub>O<sub>24</sub>]CO<sub>3</sub>·3H<sub>2</sub>O - a new mineral of the cancrinite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 120(6), 80-84","hexagonal","413.6","Na Si Al O C H"
"Canfieldite","Canfieldite","Canfieldite","Ag1+8Sn4+S2-6","Ag8SnS6","Ag^1+^_8_Sn^4+^S^2-^_6_","Ag_8_SnS_6_","Ag<sup>1+</sup><sub>8</sub>Sn<sup>4+</sup>S<sup>2-</sup><sub>6</sub>","Ag<sub>8</sub>SnS<sub>6</sub>","Ag Sn S","","","1311","Bolivia","1894","Grandfathered|Approved","Argyrodite","argyrodite","Penfield S L (1894) On argyrodite and a new sulphostannate of silver from Bolivia, The American Journal of Science 147, 451-454","cubic|orthorhombic","1275","Ag^1+ Sn^4+ S^2-"
"Cannizzarite","Cannizzarite","Cannizzarite","Pb2+8Bi3+10S2-23","Pb8Bi10S23","Pb^2+^_8_Bi^3+^_10_S^2-^_23_","Pb_8_Bi_10_S_23_","Pb<sup>2+</sup><sub>8</sub>Bi<sup>3+</sup><sub>10</sub>S<sup>2-</sup><sub>23</sub>","Pb<sub>8</sub>Bi<sub>10</sub>S<sub>23</sub>","Pb Bi S","","R060609","1313","Italy","1924","Grandfathered|Approved"," "," ","Zambonini F, de Fiore O, Carobbi G (1924) Su un solfobismutito di piombo di Vulcano (Isole Eolie), Annali dell'Osservatorio Vesuviano 1, 31-36

Discredited as being bismuthinite or galenobismutite:
Wolfe C W (1938) Cannizzarite and bismuthinite from Vulcano, American Mineralogist 23, 790-798

Redefined:
Graham A R, Thompson R M, Berry L G (1953) Studies on mineral sulpho-salts: XVII - Cannizzarite, American Mineralogist 38, 536-544

Chemical formula revised:
Matzat E (1979) Cannizzarite, Acta Crystallographica B35, 133-136

Chemical formula revised again:
Mozgova N N, Kuzmina O V, Organova N I, Laputina I P, Borodaev Y S, Fornaseri M (1985) New data on sulphosalt assemblages at Vulcano (Italy), Rendiconti della Società Italiana di Mineralogia e Petrologia 40, 277-283","monoclinic","1800","Pb^2+ Bi^3+ S^2-"
"Cappelenite-(Y)","Cappelenite-(Y)","Cappelenite-(Y)","BaY6B6Si3O24F2","BaY6B6Si3O24F2","BaY_6_B_6_Si_3_O_24_F_2_","BaY_6_B_6_Si_3_O_24_F_2_","BaY<sub>6</sub>B<sub>6</sub>Si<sub>3</sub>O<sub>24</sub>F<sub>2</sub>","BaY<sub>6</sub>B<sub>6</sub>Si<sub>3</sub>O<sub>24</sub>F<sub>2</sub>","Ba Y B Si O F","IMA1987 s.p.","","1317","Norway","1884","Approved|Renamed"," "," ","Brögger W C (1884) Forelöbig meddelelse om to nye norske mineraler, låvenit og cappelenit, Geologiska Föreningens i Stockholm Förhandlingar 7, 598-600

Name changed from cappelenite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","359","Ba Y B Si O F"
"Carboborite","Carboborite","Carboborite","Ca2Mg[B(OH)4]2(CO3)2·4H2O","Ca2Mg[B(OH)4]2(CO3)2·4H2O","Ca_2_Mg[B(OH)_4_]_2_(CO_3_)_2_·4H_2_O","Ca_2_Mg[B(OH)_4_]_2_(CO_3_)_2_·4H_2_O","Ca<sub>2</sub>Mg[B(OH)<sub>4</sub>]<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O","Ca<sub>2</sub>Mg[B(OH)<sub>4</sub>]<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O","Ca Mg B O H C","","","1319","China","1964","Approved"," "," ","Hsieh H T, Chien T C, Liu L P (1964) The new mineral carboborite, MgCa<sub>2</sub>(CO<sub>3</sub>)(B<sub>2</sub>O<sub>5</sub>)·10H<sub>2</sub>O, Scientia Sinica 13, 813-821

Chemical formula revised from MgCa<sub>2</sub>(CO<sub>3</sub>)(B<sub>2</sub>O<sub>5</sub>)·10H<sub>2</sub>O to MgCa<sub>2</sub>[CO<sub>3</sub>]<sub>2</sub>[B(OH)<sub>4</sub>]<sub>2</sub>·4H<sub>2</sub>O:
Ma Z, Shi N, Shen J, Peng Z (1981) The refinement of the crystal structure of carboborite MgCa<sub>2</sub>[CO<sub>3</sub>]<sub>2</sub>[B(OH)<sub>4</sub>]<sub>2</sub>·4H<sub>2</sub>O, Bulletin de Minéralogie 104, 578-581","monoclinic","385","Ca Mg B O H C"
"Carbocernaite","Carbocernaite","Carbocernaite","(Sr,Ce,La)(Ca,Na)(CO3)2","(Sr,Ce,La)(Ca,Na)(CO3)2","(Sr,Ce,La)(Ca,Na)(CO_3_)_2_","(Sr,Ce,La)(Ca,Na)(CO_3_)_2_","(Sr,Ce,La)(Ca,Na)(CO<sub>3</sub>)<sub>2</sub>","(Sr,Ce,La)(Ca,Na)(CO<sub>3</sub>)<sub>2</sub>","Sr Ce La Ca Na C O","","","1320","Russia","1961","Approved","Carbocernaite"," ","Bulakh A G, Kondrat’eva V V, Baranova E N (1961) Carbocernaite, a new rare earth carbonate, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 90, 42-49","orthorhombic","983","Sr Ce La Ca Na C O"
"Carlgieseckeite-(Nd)","Carlgieseckeite-(Nd)","Carlgieseckeite-(Nd)","NaNdCa3(PO4)3F","NaNdCa3(PO4)3F","NaNdCa_3_(PO_4_)_3_F","NaNdCa_3_(PO_4_)_3_F","NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F","NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F","Na Nd Ca P O F","IMA2010-036","","5866","Denmark (Greenland)","2010","Approved","Apatite"," ","Pekov I V, Zubkova N V, Husdal T A, Kononkova N N, Agakhanov A A, Zadov A E, Pushcharovsky D Y (2012) Carlgieseckeite-(Nd), NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F, a new belovite-group mineral species from the Ilímaussaq alkaline complex, South Greenland, The Canadian Mineralogist 50, 571-580","hexagonal","1160","Na Nd Ca P O F"
"Carlhintzeite","Carlhintzeite","Carlhintzeite","Ca2AlF7·H2O","Ca2AlF7·H2O","Ca_2_AlF_7_·H_2_O","Ca_2_AlF_7_·H_2_O","Ca<sub>2</sub>AlF<sub>7</sub>·H<sub>2</sub>O","Ca<sub>2</sub>AlF<sub>7</sub>·H<sub>2</sub>O","Ca Al F H O","IMA1978-031","","1330","Germany","1978","Approved"," "," ","Dunn P J, Peacor D R, Sturman B D (1979) Carlhintzeite, a new calcium aluminum fluoride hydrate from the Hagendorf pegmatites, Bavaria, Germany, The Canadian Mineralogist 17, 103-105","triclinic","591","Ca Al F H O"
"Carlinite","Carlinite","Carlinite","Tl1+2S2-","Tl2S","Tl^1+^_2_S^2-^","Tl_2_S","Tl<sup>1+</sup><sub>2</sub>S<sup>2-</sup>","Tl<sub>2</sub>S","Tl S","IMA1974-062","","1331","USA","1974","Approved"," "," ","Radtke A S, Dickson F W (1975) Carlinite, Tl<sub>2</sub>S, a new mineral from Nevada, American Mineralogist 60, 559-565","hexagonal","40.4","Tl^1+ S^2-"
"Carlosturanite","Carlosturanite","Carlosturanite","(Mg,Fe2+,Ti4+)21(Si,Al)12O28(OH)34·H2O","(Mg,Fe2+,Ti)21(Si,Al)12O28(OH)34·H2O","(Mg,Fe^2+^,Ti^4+^)_21_(Si,Al)_12_O_28_(OH)_34_·H_2_O","(Mg,Fe^2+^,Ti)_21_(Si,Al)_12_O_28_(OH)_34_·H_2_O","(Mg,Fe<sup>2+</sup>,Ti<sup>4+</sup>)<sub>21</sub>(Si,Al)<sub>12</sub>O<sub>28</sub>(OH)<sub>34</sub>·H<sub>2</sub>O","(Mg,Fe<sup>2+</sup>,Ti)<sub>21</sub>(Si,Al)<sub>12</sub>O<sub>28</sub>(OH)<sub>34</sub>·H<sub>2</sub>O","Mg Fe Ti Si Al O H","IMA1984-009","R060259","1333","Italy","1984","Approved"," "," ","Compagnoni R, Ferraris G, Mellini M (1985) Carlosturanite, a new asbestiform rock-forming silicate from Val Varaita, Italy, American Mineralogist 70, 767-772","unknown|monoclinic","","Mg Fe^2+ Ti^4+ Si Al O H"
"Carlsbergite","Carlsbergite","Carlsbergite","Cr3+N3-","CrN","Cr^3+^N^3-^","CrN","Cr<sup>3+</sup>N<sup>3-</sup>","CrN","Cr N","IMA1971-026","","1334","Denmark (Greenland)","1971","Approved","Rocksalt"," ","Buchwald V F, Scott E R D (1971) First nitride (CrN) in iron meteorites, Nature Physical Science 233, 113-114","cubic","4620","Cr^3+ N^3-"
"Carnallite","Carnallite","Carnallite","KMgCl3·6H2O","KMgCl3·6H2O","KMgCl_3_·6H_2_O","KMgCl_3_·6H_2_O","KMgCl<sub>3</sub>·6H<sub>2</sub>O","KMgCl<sub>3</sub>·6H<sub>2</sub>O","K Mg Cl H O","","R050353 R070291","1337","Germany","1856","Grandfathered|Approved","Carnallite"," ","Rose H (1856) Ueber den carnallit, Annalen der Physik und Chemie 98, 161-163","orthorhombic","2600","K Mg Cl H O"
"Carobbiite","Carobbiite","Carobbiite","KF","KF","KF","KF","KF","KF","K F","","","1339","Italy","1956","Grandfathered|Approved","Rocksalt","halite","Strunz H (1956) Carobbiit, ein neues mineral, Rendiconti della Società Mineralogica Italiana 12, 212-213","cubic","","K F"
"Carpholite","Carpholite","Carpholite","Mn2+Al2Si2O6(OH)4","Mn2+Al2Si2O6(OH)4","Mn^2+^Al_2_Si_2_O_6_(OH)_4_","Mn^2+^Al_2_Si_2_O_6_(OH)_4_","Mn<sup>2+</sup>Al<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>","Mn<sup>2+</sup>Al<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>","Mn Al Si O H","","R060608","1340","Czech Republic","1817","Grandfathered|Approved","Carpholite","carpholite","Werner A G (1817) Karpholith, in Letztes Mineral-System, bey Craz und Gerlach, und bey Carl Gerold (Freiberg und Wien) 43-44","orthorhombic","521","Mn^2+ Al Si O H"
"Carrollite","Carrollite","Carrollite","Cu1+Co3+2S4","CuCo2S4","Cu^1+^Co^3+^_2_S_4_","CuCo_2_S_4_","Cu<sup>1+</sup>Co<sup>3+</sup><sub>2</sub>S<sub>4</sub>","CuCo<sub>2</sub>S<sub>4</sub>","Cu Co S","","R040165 R050089 R130024","1343","USA","1852","Grandfathered|Approved","Spinel","linnaeite","Faber W L (1852) On carrollite, a new cobalt mineral, The American Journal of Science and Arts 13, 418-419","cubic","2716","Cu^1+ Co^3+ S"
"Caryopilite","Caryopilite","Caryopilite","Mn2+3Si2O5(OH)4","Mn2+3Si2O5(OH)4","Mn^2+^_3_Si_2_O_5_(OH)_4_","Mn^2+^_3_Si_2_O_5_(OH)_4_","Mn<sup>2+</sup><sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","Mn<sup>2+</sup><sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","Mn Si O H","","R070180","1345","Sweden","1889","Approved","Clay"," ","Hamberg A (1889) Über karyopilit, ein wasserhaltiges manganoxydulsilikat von der Grube Harstigen bei Pajsberg in Vermland, Geologiska Föreningens i Stockholm Förhandlingar 11, 27-32

Chemical formula revised from H_10_Mn_8_Si_7_O_27_:
Peacor D R, Essene E J (1980) Caryopilite - a member of the friedelite rather than the serpentine group, American Mineralogist 65, 335-339","monoclinic|unknown","2725","Mn^2+ Si O H"
"Cascandite","Cascandite","Cascandite","CaSc3+Si3O8(OH)","CaScSi3O8(OH)","CaSc^3+^Si_3_O_8_(OH)","CaScSi_3_O_8_(OH)","CaSc<sup>3+</sup>Si<sub>3</sub>O<sub>8</sub>(OH)","CaScSi<sub>3</sub>O<sub>8</sub>(OH)","Ca Sc Si O H","IMA1980-011","R061048","1346","Italy","1980","Approved","Pectolite"," ","Mellini M, Merlino S, Orlandi P, Rinaldi R (1982) Cascandite and jervisite, two new scandium silicates from Baveno, Italy, American Mineralogist 67, 599-603","triclinic","967","Ca Sc^3+ Si O H"
"Cassidyite","Cassidyite","Cassidyite","Ca2Ni2+(P5+O4)2·2H2O","Ca2Ni(PO4)2·2H2O","Ca_2_Ni^2+^(P^5+^O_4_)_2_·2H_2_O","Ca_2_Ni(PO_4_)_2_·2H_2_O","Ca<sub>2</sub>Ni<sup>2+</sup>(P<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca<sub>2</sub>Ni(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca Ni P O H","IMA1966-024","","1348","Australia","1966","Approved","Fairfieldite","fairfieldite","White J S, Henderson E P, Mason B (1967) Secondary minerals produced by weathering of the Wolf Creek meteorite, American Mineralogist 52, 1190-1197","triclinic","1850","Ca Ni^2+ P^5+ O H"
"Cassiterite","Cassiterite","Cassiterite","SnO2","SnO2","SnO_2_","SnO_2_","SnO<sub>2</sub>","SnO<sub>2</sub>","Sn O","","R040017 R040072 R050502 R060563","1349","United Kingdom","1832","Grandfathered|Approved","Rutile","rutile","Beudant F S (1832) Cassitérite, étain oxidé, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 618-620","tetragonal","4000","Sn O"
"Caswellsilverite","Caswellsilverite","Caswellsilverite","NaCr3+S2-2","NaCrS2","NaCr^3+^S^2-^_2_","NaCrS_2_","NaCr<sup>3+</sup>S<sup>2-</sup><sub>2</sub>","NaCrS<sub>2</sub>","Na Cr S","IMA1981-012","","1350","USA","1981","Approved","Scacchite"," ","Okada A, Keil K (1982) Caswellsilverite, NaCrS<sub>2</sub>: a new mineral in the Norton County enstatite achondrite, American Mineralogist 67, 132-136","hexagonal","","Na Cr^3+ S^2-"
"Catalanoite","Catalanoite","Catalanoite","Na2HPO4·8H2O","Na2(HPO4)·8H2O","Na_2_HPO_4_·8H_2_O","Na_2_(HPO_4_)·8H_2_O","Na<sub>2</sub>HPO<sub>4</sub>·8H<sub>2</sub>O","Na<sub>2</sub>(HPO<sub>4</sub>)·8H<sub>2</sub>O","Na H P O","IMA2002-008","","4977","Argentina","2002","Approved"," "," ","Ruiz T V, Sureda R J (2002) Catalanoite, Na_2_H[PO_4_].8H_2_O, a new evaporite mineral from Santa Maria alkaline lagoon, Los Andes department, Salta province, Argentina, 18th General Meeting of the International Mineralogical Association, Edinburgh, UK Abstract, 143-143","orthorhombic","","Na H P O"
"Catapleiite","Catapleiite","Catapleiite","Na2Zr4+Si3O9·2H2O","Na2Zr(Si3O9)·2H2O","Na_2_Zr^4+^Si_3_O_9_·2H_2_O","Na_2_Zr(Si_3_O_9_)·2H_2_O","Na<sub>2</sub>Zr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O","Na<sub>2</sub>Zr(Si<sub>3</sub>O<sub>9</sub>)·2H<sub>2</sub>O","Na Zr Si O H","","R040005 R060198 R060208","1351","Norway","1850","Grandfathered|Approved","Catapleiite"," ","Weibye P H, Berlin N J, Sjogren K A, Borck J B (1850) Neue mineralien aus Norwegen, Annalen der Physik und Chemie 79, 299-304","monoclinic|orthorhombic","2613","Na Zr^4+ Si O H"
"Cattierite","Cattierite","Cattierite","Co2+(S2)2-","CoS2","Co^2+^(S_2_)^2-^","CoS_2_","Co<sup>2+</sup>(S<sub>2</sub>)<sup>2-</sup>","CoS<sub>2</sub>","Co S","","R061039","1352","Democratic Republic of the Congo","1945","Grandfathered|Approved","Pyrite","pyrite","Kerr P F (1945) Cattierite and vaesite: New Co-Ni minerals from the Belgian Congo, American Mineralogist 30, 483-497 ","cubic","2716","Co^2+ S"
