Mineral Name,Mineral Name (plain),Mineral Name (HTML),RRUFF Chemistry (plain),IMA Chemistry (plain),RRUFF Chemistry (concise),IMA Chemistry (concise),RRUFF Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,IMA Number,RRUFF IDs,Database ID,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Oldest Known Age (Ma),Valence Elements
Tellurobismuthite,Tellurobismuthite,Tellurobismuthite,Bi3+2Te2-3,Bi2Te3,Bi^3+^_2_Te^2-^_3_,Bi_2_Te_3_,Bi<sup>3+</sup><sub>2</sub>Te<sup>2-</sup><sub>3</sub>,Bi<sub>2</sub>Te<sub>3</sub>,Bi Te,,R060948 R070158,4336,USA,1863,Grandfathered|Approved,Tetradymite,tetradymite,"Balch D M, Jackson C T (1863) On tellurbismuth from Dahlonega, Georgia, The American Journal of Science and Arts 85, 99-101",hexagonal,4000.0,Bi^3+ Te^2-
Tennantite-(Fe),Tennantite-(Fe),Tennantite-(Fe),Cu1+6(Cu1+4Fe2+2)As3+4S2-13,Cu6(Cu4Fe2)As4S13,Cu^1+^_6_(Cu^1+^_4_Fe^2+^_2_)As^3+^_4_S^2-^_13_,Cu_6_(Cu_4_Fe_2_)As_4_S_13_,Cu<sup>1+</sup><sub>6</sub>(Cu<sup>1+</sup><sub>4</sub>Fe<sup>2+</sup><sub>2</sub>)As<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>13</sub>,Cu<sub>6</sub>(Cu<sub>4</sub>Fe<sub>2</sub>)As<sub>4</sub>S<sub>13</sub>,Cu Fe As S,IMA2019 s.p.,R110024,4344,United Kingdom,1819,Grandfathered|Approved|Redefined,Tetrahedrite, ,"Phillips W (1819) Description of an ore of copper from Cornwall, The Quarterly Journal of Literature, Science and the Arts 7, 95-100

Named in this paper:
Phillips R (1819) Analysis of the copper ore, described in the preceding paper, The Quarterly Journal of Literature, Science and the Arts 7, 100-102

Name changed from tennantite:
Biagioni C, George L L, Cook N J, Makovicky E, Moëlo Y, Pasero M, Sejkora J, Stanley C J, Welch M D, Bosi F (2020) The tetrahedrite group: Nomenclature and classification. American Mineralogist 105, 109-122",cubic,4000.0,Cu^1+ Fe^2+ As^3+ S^2-
Tetrahedrite-(Zn),Tetrahedrite-(Zn),Tetrahedrite-(Zn),Cu1+6(Cu1+4Zn2+2)Sb3+4S2-13,Cu6(Cu4Zn2)Sb4S13,Cu^1+^_6_(Cu^1+^_4_Zn^2+^_2_)Sb^3+^_4_S^2-^_13_,Cu_6_(Cu_4_Zn_2_)Sb_4_S_13_,Cu<sup>1+</sup><sub>6</sub>(Cu<sup>1+</sup><sub>4</sub>Zn<sup>2+</sup><sub>2</sub>)Sb<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>13</sub>,Cu<sub>6</sub>(Cu<sub>4</sub>Zn<sub>2</sub>)Sb<sub>4</sub>S<sub>13</sub>,Cu Zn Sb S,IMA2019 s.p.,R040164 R050302 R070423 R100204,4361,unknown,1845,Approved|Redefined,Tetrahedrite,tennantite,"Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. I. Dystomglanz. Tetraedrit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570

Tetrahedrite group redefined:
Biagioni C, George L L, Cook N J, Makovicky E, Moëlo Y, Pasero M, Sejkora J, Stanley C J, Welch M D, Bosi F (2020) The tetrahedrite group: Nomenclature and classification. American Mineralogist 105, 109-122",cubic,4000.0,Cu^1+ Zn^2+ Sb^3+ S^2-
Tetrataenite,Tetrataenite,Tetrataenite,FeNi,FeNi,FeNi,FeNi,FeNi,FeNi,Fe Ni,IMA1979-076,R140822,4363,USA (meteorite),1979,Approved, , ,"Clarke R S, Scott E R D (1980) Tetrataenite- ordered FeNi, a new mineral in meteorites, American Mineralogist 65, 624-630",tetragonal|monoclinic,4620.0,Fe Ni
Tistarite,Tistarite,Tistarite,Ti3+2O3,Ti2O3,Ti^3+^_2_O_3_,Ti_2_O_3_,Ti<sup>3+</sup><sub>2</sub>O<sub>3</sub>,Ti<sub>2</sub>O<sub>3</sub>,Ti O,IMA2008-016,R170055,5675,Mexico (meteorite),2008,Approved,Corundum, ,"Ma C, Rossman G R (2009) Tistarite, Ti_2_O_3_, a new refractory mineral from the Allende meteorite, American Mineralogist 94, 841-844",hexagonal,4567.61,Ti^3+ O
Titanite,Titanite,Titanite,CaTi4+SiO5,CaTi(SiO4)O,CaTi^4+^SiO_5_,CaTi(SiO_4_)O,CaTi<sup>4+</sup>SiO<sub>5</sub>,CaTi(SiO<sub>4</sub>)O,Ca Ti Si O,,R040033 R050039 R050114 R050124 R050472 R100025 R100136 R120030,4411,Germany,1795,Approved,Titanite,titanite,"Klaproth M H (1795) Untersuchung eines neuen Fossils aus dem Passauischen, Beiträge zur Chemischen Kenntniss der Mineralkörper 1, 245-252",monoclinic,4000.0,Ca Ti^4+ Si O
Tochilinite,Tochilinite,Tochilinite,"6(Fe2+0.9S2-)·5[(Mg,Fe2+)(OH)2]","6(Fe0.9S)·5[(Mg,Fe)(OH)2]","6(Fe^2+^_0.9_S^2-^)·5[(Mg,Fe^2+^)(OH)_2_]","6(Fe_0.9_S)·5[(Mg,Fe)(OH)_2_]","6(Fe<sup>2+</sup><sub>0.9</sub>S<sup>2-</sup>)·5[(Mg,Fe<sup>2+</sup>)(OH)<sub>2</sub>]","6(Fe<sub>0.9</sub>S)·5[(Mg,Fe)(OH)<sub>2</sub>]",Fe S Mg O H,IMA1971-002,R060887,4419,Russia,1971,Approved,Tochilinite, ,"Organova N I, Genkin A D, Drits V A, Molotkov S P, Kuz'mina O V, Dmitrik A L (1971) Tochilinite, a new sulfide-hydroxide of iron and magnesium, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 100, issue 4, 477-487",triclinic,4700.0,Fe^2+ S^2- Mg O H
Tremolite,Tremolite,Tremolite,[box]Ca2Mg5Si8O22(OH)2,[box]Ca2(Mg5.0-4.5Fe2+0.0-0.5)Si8O22(OH)2,[box]Ca_2_Mg_5_Si_8_O_22_(OH)_2_,[box]Ca_2_(Mg_5.0-4.5_Fe^2+^_0.0-0.5_)Si_8_O_22_(OH)_2_,"<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>(Mg<sub>5.0-4.5</sub>Fe<sup>2+</sup><sub>0.0-0.5</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>",Ca Mg Fe Si O H,,R040045 R040109 R050167 R050173 R050210 R050498 R060311 R061087 R070422 R150094,4442,Switzerland,1789,Approved|Redefined,Amphibole,amphibole-group 2 Ca,"Mineral is mentioned by its name, but not described:
Höpfner J G A (1789) Ueber die Klassifikation der Fossilien in einem Schreiben des Herausgebers an Herrn Dr. Karsten in Halle, Magazin für die Naturkunde Helvetiens 4, 255-332

Named by E Pini, as described, for instance, in:
Delamétherie J C (1792) Observations et mémoires sur la physique, sur l’histoire naturelle, et sur les arts et métiers. Discours préliminaire, Observations sur la Physique, sur l’Histoire Naturelle et sur les Arts 40, 2-40

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246",monoclinic,4000.0,Ca Mg Si O H
Trevorite,Trevorite,Trevorite,Ni2+Fe3+2O4,NiFe3+2O4,Ni^2+^Fe^3+^_2_O_4_,NiFe^3+^_2_O_4_,Ni<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>,NiFe<sup>3+</sup><sub>2</sub>O<sub>4</sub>,Ni Fe O,,R140860 R150038,4443,South Africa,1921,Grandfathered|Approved,Spinel,spinel,"Crosse A F (1921) A rich nickel ore, Journal of the Chemical, Metallurgical, and Mining Society of South Africa 21, 126-127",cubic,4620.0,Ni^2+ Fe^3+ O
Troilite,Troilite,Troilite,Fe2+S2-,FeS,Fe^2+^S^2-^,FeS,Fe<sup>2+</sup>S<sup>2-</sup>,FeS,Fe S,,R070242 R070213,4460,Italy (meteorite),1863,Grandfathered|Approved, , ,"Haidinger M W (1863) Der Meteorit von Albareto im k. k. Hof-Mineraliencabinet, vom Jahre 1766, und der Troilit, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 47, 283-298",hexagonal,4700.0,Fe^2+ S^2-
Tschermakite,Tschermakite,Tschermakite,[box]Ca2(Mg3Al2)Si6Al2O22(OH)2,[box]Ca2(Mg3Al2)(Si6Al2)O22(OH)2,[box]Ca_2_(Mg_3_Al_2_)Si_6_Al_2_O_22_(OH)_2_,[box]Ca_2_(Mg_3_Al_2_)(Si_6_Al_2_)O_22_(OH)_2_,"<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)Si<sub>6</sub>Al<sub>2</sub>O<sub>22</sub>(OH)<sub>2</sub>","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>",Ca Mg Al Si O H,,,4466,unknown,1945,Approved|Redefined,Amphibole,amphibole-group 2 Ca,"Winchell A N (1945) Variations in composition and properties of the calciferous amphiboles, American Mineralogist 30, 27-50

Redefined with end-member compostion:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246

Chemical formula revised from [box]Ca_2_(Mg_3_AlFe^3+^)Si_6_Al_2_O_22_(OH)_2_:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup, American Mineralogist 97, 2031-2048",monoclinic,4567.61,Ca Mg Al Si O H
Tugarinovite,Tugarinovite,Tugarinovite,Mo4+O2,MoO2,Mo^4+^O_2_,MoO_2_,Mo<sup>4+</sup>O<sub>2</sub>,MoO<sub>2</sub>,Mo O,IMA1979-072,R100218,4477,Russia,1979,Approved,Rutile, ,"Kruglova V G, Poteryaikina A A, Sidorenko G A, Dubakina L S, Ryabeva E G (1980) Tugarinovite, (MoO_2_), a new hypogene molybdenum mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 109(4), 465-468",monoclinic,4567.61,Mo^4+ O
Violarite,Violarite,Violarite,Fe2+Ni3+2S2-4,FeNi2S4,Fe^2+^Ni^3+^_2_S^2-^_4_,FeNi_2_S_4_,Fe<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,FeNi<sub>2</sub>S<sub>4</sub>,Fe Ni S,,R060846,4606,Canada,1889,Grandfathered|Approved,Spinel,linnaeite,"The mineral species is discovered, but it is misidentified:
Clarke F W, Catlett C (1889) A platiniferous nickel ore from Canada, The American Journal of Science 137, 372-374

The mineral is found at a new locality, characterized, and named:
Lindgren W, Davy W M (1924) Nickel ores from Key West Mine, Nevada, Economic Geology 19, 309-319",cubic,4000.0,Fe^2+ Ni^3+ S^2-
Wadalite,Wadalite,Wadalite,Ca6Al5Si2O16Cl3,Ca6Al5Si2O16Cl3,Ca_6_Al_5_Si_2_O_16_Cl_3_,Ca_6_Al_5_Si_2_O_16_Cl_3_,Ca<sub>6</sub>Al<sub>5</sub>Si<sub>2</sub>O<sub>16</sub>Cl<sub>3</sub>,Ca<sub>6</sub>Al<sub>5</sub>Si<sub>2</sub>O<sub>16</sub>Cl<sub>3</sub>,Ca Al Si O Cl,IMA1987-045,,4638,Japan,1987,Approved,Mayenite, ,"Tsukimura K, Kanazawa Y, Aoki M, Bunno M (1993) Structure of wadalite Ca_6_Al_5_Si_2_O_16_Cl_3_, Acta Crystallographica C49, 205-207",cubic,4567.61,Ca Al Si O Cl
Wairauite,Wairauite,Wairauite,CoFe,CoFe,CoFe,CoFe,CoFe,CoFe,Co Fe,IMA1964-015,,4643,New Zealand,1964,Approved,Iron, ,"Challis G A, Long J V P (1964) Wairauite - a new cobalt-iron mineral, Mineralogical Magazine 33, 942-948",cubic,4568.5,Co Fe
Warkite,Warkite,Warkite,Ca2Sc3+6Al6O20,Ca2Sc6Al6O20,Ca_2_Sc^3+^_6_Al_6_O_20_,Ca_2_Sc_6_Al_6_O_20_,Ca<sub>2</sub>Sc<sup>3+</sup><sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca<sub>2</sub>Sc<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca Sc Al O,IMA2013-129,,6288,Australia (meteorite) / Italy (meteorite),2013,Pending publication|Approved,Sapphirine, ,"Ma, C., Krot, A.N., Nagashima, K. and Tschauner, O. (2014) Warkite, IMA 2013-129. CNMNC Newsletter No. 20, June 2014, page 552; Mineralogical Magazine, 78, 549-558",triclinic,4700.0,Ca Sc^3+ Al O
Weibullite,Weibullite,Weibullite,"Ag1+0.3Pb2+5.3Bi3+8.3(S2-,Se2-)18","Ag0.33Pb5.33Bi8.33(S,Se)18","Ag^1+^_0.3_Pb^2+^_5.3_Bi^3+^_8.3_(S^2-^,Se^2-^)_18_","Ag_0.33_Pb_5.33_Bi_8.33_(S,Se)_18_","Ag<sup>1+</sup><sub>0.3</sub>Pb<sup>2+</sup><sub>5.3</sub>Bi<sup>3+</sup><sub>8.3</sub>(S<sup>2-</sup>,Se<sup>2-</sup>)<sub>18</sub>","Ag<sub>0.33</sub>Pb<sub>5.33</sub>Bi<sub>8.33</sub>(S,Se)<sub>18</sub>",Ag Pb Bi S Se,,,4669,Sweden,1910,Approved|Redefined,Kobellite, ,"Flink G (1910) Bidrag till Sveriges mineralogi. 20. Weibullit, Arkiv för Kemi, Mineralogi och Geologi 3, 4-5

Redefined:
Mumme W G (1980) Seleniferous lead- bismuth sulphosalts from Falun, Sweden: weibullite, wittite, and nordströmite, American Mineralogist 65, 789-796",orthorhombic,4000.0,Ag^1+ Pb^2+ Bi^3+ S^2- Se^2-
Whewellite,Whewellite,Whewellite,Ca(C2)6+O4·H2O,Ca(C2O4)·H2O,Ca(C_2_)^6+^O_4_·H_2_O,Ca(C_2_O_4_)·H_2_O,Ca(C<sub>2</sub>)<sup>6+</sup>O<sub>4</sub>·H<sub>2</sub>O,Ca(C<sub>2</sub>O<sub>4</sub>)·H<sub>2</sub>O,Ca C O H,IMA1967 s.p.,R050240 R050526 R070655,4686,Hungary ?,1852,Approved, , ,"Phillips W, Brooke H J, Miller W H (1852) Whewellite, in An Elementary Introduction to Mineralogy, Longman, Brown, Green, and Longmans (London) 523-524",monoclinic,4700.0,Ca C O H
Whitlockite,Whitlockite,Whitlockite,Ca9Mg(PO4)6(PO3OH),Ca9Mg(PO3OH)(PO4)6,Ca_9_Mg(PO_4_)_6_(PO_3_OH),Ca_9_Mg(PO_3_OH)(PO_4_)_6_,Ca<sub>9</sub>Mg(PO<sub>4</sub>)<sub>6</sub>(PO<sub>3</sub>OH),Ca<sub>9</sub>Mg(PO<sub>3</sub>OH)(PO<sub>4</sub>)<sub>6</sub>,Ca Mg P O H,,R070675 R080052,4690,USA,1941,Grandfathered|Approved,Cerite, ,"Frondel C (1941) Whitlockite: a new calcium phosphate, Ca_3_(PO_4_)_2_, American Mineralogist 26, 145-152

Chemical formula changed from Ca_3_(PO_4_)_2_:
Gopal R, Calvo C (1972) Structural relationship of whitlockite and β Ca_3_(PO_4_)_2_, Nature Physical Science 237, 30-32",hexagonal,4330.0,Ca Mg P O H
Wollastonite,Wollastonite,Wollastonite,CaSiO3,CaSiO3,CaSiO_3_,CaSiO_3_,CaSiO<sub>3</sub>,CaSiO<sub>3</sub>,Ca Si O,,R040131 R040008 R120016 R120122,4717,Romania,1818,Approved,Wollastonite,wollastonite,"Wollastonite introduced as a new mineral species that was similar to, but distinct, from meionite:
Leman J (1818) Meionite, Nouveau Dictionnaire d'Histoire Naturelle 20, 28-31",triclinic|monoclinic,4568.5,Ca Si O
Wulfenite,Wulfenite,Wulfenite,Pb2+Mo6+O4,PbMoO4,Pb^2+^Mo^6+^O_4_,PbMoO_4_,Pb<sup>2+</sup>Mo<sup>6+</sup>O<sub>4</sub>,PbMoO<sub>4</sub>,Pb Mo O,,R050024 R050149 R050501,4726,Austria,1845,Grandfathered|Approved,Scheelite,scheelite,"Haidinger W (1845) Zweite Klasse: Geogenide. II. Ordnung. Baryte. VII. Bleibaryt. Wulfenit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 499-506",tetragonal,4000.0,Pb^2+ Mo^6+ O
Wüstite,Wustite,W&#252;stite,Fe2+O,FeO,Fe^2+^O,FeO,Fe<sup>2+</sup>O,FeO,Fe O,,,4730,Germany,1927,Grandfathered|Approved, ,periclase,"Schenck R, Dingmann T (1927) Gleichgewichtsuntersuchungen über die Reduktions-, Oxydations- und Kohlungsvorgänge beim Eisen. III., Zeitschrift für Anorganische und Allgemeine Chemie 166, 113-154",cubic,4620.0,Fe^2+ O
Zircon,Zircon,Zircon,Zr4+SiO4,Zr(SiO4),Zr^4+^SiO_4_,Zr(SiO_4_),Zr<sup>4+</sup>SiO<sub>4</sub>,Zr(SiO<sub>4</sub>),Zr Si O,,R050034 R050203 R050286 R050488 R100128 R100144 R150080 R150081 R150082 R150083 R150084 R150085,4825,Sri Lanka,1789,Grandfathered|Approved,Zircon,zircon,Mineral name has been known since antiquity and predates any formal descriptive publication.,tetragonal,4000.0,Zr^4+ Si O
