"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Carmichaelite","Carmichaelite","Carmichaelite","(Ti4+,Cr3+,Fe3+)(O,OH)2","(Ti,Cr,Fe)(O,OH)2","(Ti^4+^,Cr^3+^,Fe^3+^)(O,OH)_2_","(Ti,Cr,Fe)(O,OH)_2_","(Ti<sup>4+</sup>,Cr<sup>3+</sup>,Fe<sup>3+</sup>)(O,OH)<sub>2</sub>","(Ti,Cr,Fe)(O,OH)<sub>2</sub>","Ti Cr Fe O H","IMA1996-062","","1335","USA","1996","Approved"," "," ","Wang L, Rouse R C, Essene E J, Peacor D R, Zhang Y (2000) Carmichaelite, a new hydroxyl-bearing titanite from Garnet Ridge, Arizona, American Mineralogist 85, 792-800","monoclinic","39","Ti^4+ Cr^3+ Fe^3+ O H"
"Carnallite","Carnallite","Carnallite","KMgCl3·6H2O","KMgCl3·6H2O","KMgCl_3_·6H_2_O","KMgCl_3_·6H_2_O","KMgCl<sub>3</sub>·6H<sub>2</sub>O","KMgCl<sub>3</sub>·6H<sub>2</sub>O","K Mg Cl H O","","R050353 R070291","1337","Germany","1856","Grandfathered|Approved","Carnallite"," ","Rose H (1856) Ueber den carnallit, Annalen der Physik und Chemie 98, 161-163","orthorhombic","2600","K Mg Cl H O"
"Carobbiite","Carobbiite","Carobbiite","KF","KF","KF","KF","KF","KF","K F","","","1339","Italy","1956","Grandfathered|Approved","Rocksalt","halite","Strunz H (1956) Carobbiit, ein neues mineral, Rendiconti della Società Mineralogica Italiana 12, 212-213","cubic","","K F"
"Carpholite","Carpholite","Carpholite","Mn2+Al2Si2O6(OH)4","Mn2+Al2Si2O6(OH)4","Mn^2+^Al_2_Si_2_O_6_(OH)_4_","Mn^2+^Al_2_Si_2_O_6_(OH)_4_","Mn<sup>2+</sup>Al<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>","Mn<sup>2+</sup>Al<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>","Mn Al Si O H","","R060608","1340","Czech Republic","1817","Grandfathered|Approved","Carpholite","carpholite","Werner A G (1817) Karpholith, in Letztes Mineral-System, bey Craz und Gerlach, und bey Carl Gerold (Freiberg und Wien) 43-44","orthorhombic","521","Mn^2+ Al Si O H"
"Carrollite","Carrollite","Carrollite","Cu1+Co3+2S4","CuCo2S4","Cu^1+^Co^3+^_2_S_4_","CuCo_2_S_4_","Cu<sup>1+</sup>Co<sup>3+</sup><sub>2</sub>S<sub>4</sub>","CuCo<sub>2</sub>S<sub>4</sub>","Cu Co S","","R040165 R050089 R130024","1343","USA","1852","Grandfathered|Approved","Spinel","linnaeite","Faber W L (1852) On carrollite, a new cobalt mineral, The American Journal of Science and Arts 13, 418-419","cubic","2716","Cu^1+ Co^3+ S"
"Caryochroite","Caryochroite","Caryochroite","(Na,Sr)3(Fe3+,Mg)10Ti4+2Si12O37(H2O,O,OH)17","(Na,Sr)3(Fe3+,Mg)10Ti2Si12O37(H2O,O,OH)17","(Na,Sr)_3_(Fe^3+^,Mg)_10_Ti^4+^_2_Si_12_O_37_(H_2_O,O,OH)_17_","(Na,Sr)_3_(Fe^3+^,Mg)_10_Ti_2_Si_12_O_37_(H_2_O,O,OH)_17_","(Na,Sr)<sub>3</sub>(Fe<sup>3+</sup>,Mg)<sub>10</sub>Ti<sup>4+</sup><sub>2</sub>Si<sub>12</sub>O<sub>37</sub>(H<sub>2</sub>O,O,OH)<sub>17</sub>","(Na,Sr)<sub>3</sub>(Fe<sup>3+</sup>,Mg)<sub>10</sub>Ti<sub>2</sub>Si<sub>12</sub>O<sub>37</sub>(H<sub>2</sub>O,O,OH)<sub>17</sub>","Na Sr Fe Mg Ti Si O H","IMA2005-031","R070008","5320","Russia","2005","Approved"," "," ","Kartashov P M, Ferraris G, Soboleva S V, Chukanov N V (2006) Caryochroite, a new heterophyllosilicate mineral species related to nafertisite, from the Lovozero Massif, Kola Peninsula, Russia, The Canadian Mineralogist 44, 1331-1339","unknown|monoclinic","370","Na Sr Fe^3+ Mg Ti^4+ Si O H"
"Caryopilite","Caryopilite","Caryopilite","Mn2+3Si2O5(OH)4","Mn2+3Si2O5(OH)4","Mn^2+^_3_Si_2_O_5_(OH)_4_","Mn^2+^_3_Si_2_O_5_(OH)_4_","Mn<sup>2+</sup><sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","Mn<sup>2+</sup><sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","Mn Si O H","","R070180","1345","Sweden","1889","Approved","Clay"," ","Hamberg A (1889) Über karyopilit, ein wasserhaltiges manganoxydulsilikat von der Grube Harstigen bei Pajsberg in Vermland, Geologiska Föreningens i Stockholm Förhandlingar 11, 27-32

Chemical formula revised from H_10_Mn_8_Si_7_O_27_:
Peacor D R, Essene E J (1980) Caryopilite - a member of the friedelite rather than the serpentine group, American Mineralogist 65, 335-339","monoclinic|unknown","2725","Mn^2+ Si O H"
"Cascandite","Cascandite","Cascandite","CaSc3+Si3O8(OH)","CaScSi3O8(OH)","CaSc^3+^Si_3_O_8_(OH)","CaScSi_3_O_8_(OH)","CaSc<sup>3+</sup>Si<sub>3</sub>O<sub>8</sub>(OH)","CaScSi<sub>3</sub>O<sub>8</sub>(OH)","Ca Sc Si O H","IMA1980-011","R061048","1346","Italy","1980","Approved","Pectolite"," ","Mellini M, Merlino S, Orlandi P, Rinaldi R (1982) Cascandite and jervisite, two new scandium silicates from Baveno, Italy, American Mineralogist 67, 599-603","triclinic","967","Ca Sc^3+ Si O H"
"Caseyite","Caseyite","Caseyite","[(V5+O2)Al7.5(OH)15(H2O)13]2[H2V4+V5+9O28][V5+10O28]2·90H2O","[(V5+O2)Al7.5(OH)15(H2O)13]2[H2V4+V5+9O28][V5+10O28]2·90H2O","[(V^5+^O_2_)Al_7.5_(OH)_15_(H_2_O)_13_]_2_[H_2_V^4+^V^5+^_9_O_28_][V^5+^_10_O_28_]_2_·90H_2_O","[(V^5+^O_2_)Al_7.5_(OH)_15_(H_2_O)_13_]_2_[H_2_V^4+^V^5+^_9_O_28_][V^5+^_10_O_28_]_2_·90H_2_O","[(V<sup>5+</sup>O<sub>2</sub>)Al<sub>7.5</sub>(OH)<sub>15</sub>(H<sub>2</sub>O)<sub>13</sub>]<sub>2</sub>[H<sub>2</sub>V<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>][V<sup>5+</sup><sub>10</sub>O<sub>28</sub>]<sub>2</sub>·90H<sub>2</sub>O","[(V<sup>5+</sup>O<sub>2</sub>)Al<sub>7.5</sub>(OH)<sub>15</sub>(H<sub>2</sub>O)<sub>13</sub>]<sub>2</sub>[H<sub>2</sub>V<sup>4+</sup>V<sup>5+</sup><sub>9</sub>O<sub>28</sub>][V<sup>5+</sup><sub>10</sub>O<sub>28</sub>]<sub>2</sub>·90H<sub>2</sub>O","V O Al H","IMA2019-002","","6893","USA","2019","Approved"," "," ","Kampf A R, Cooper M A, Hughes J M, Nash B P, Hawthorne F C, Marty J (2020) Caseyite, a new mineral containing a variant of the flat-Al_13_ polyoxometalate cation. American Mineralogist 105, 123-131","monoclinic","","V^5+ O Al H V^4+"
"Cassidyite","Cassidyite","Cassidyite","Ca2Ni2+(P5+O4)2·2H2O","Ca2Ni(PO4)2·2H2O","Ca_2_Ni^2+^(P^5+^O_4_)_2_·2H_2_O","Ca_2_Ni(PO_4_)_2_·2H_2_O","Ca<sub>2</sub>Ni<sup>2+</sup>(P<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca<sub>2</sub>Ni(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Ca Ni P O H","IMA1966-024","","1348","Australia","1966","Approved","Fairfieldite","fairfieldite","White J S, Henderson E P, Mason B (1967) Secondary minerals produced by weathering of the Wolf Creek meteorite, American Mineralogist 52, 1190-1197","triclinic","1850","Ca Ni^2+ P^5+ O H"
"Cassiterite","Cassiterite","Cassiterite","SnO2","SnO2","SnO_2_","SnO_2_","SnO<sub>2</sub>","SnO<sub>2</sub>","Sn O","","R040017 R040072 R050502 R060563","1349","United Kingdom","1832","Grandfathered|Approved","Rutile","rutile","Beudant F S (1832) Cassitérite, étain oxidé, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 618-620","tetragonal","4000","Sn O"
"Caswellsilverite","Caswellsilverite","Caswellsilverite","NaCr3+S2-2","NaCrS2","NaCr^3+^S^2-^_2_","NaCrS_2_","NaCr<sup>3+</sup>S<sup>2-</sup><sub>2</sub>","NaCrS<sub>2</sub>","Na Cr S","IMA1981-012","","1350","USA","1981","Approved","Scacchite"," ","Okada A, Keil K (1982) Caswellsilverite, NaCrS<sub>2</sub>: a new mineral in the Norton County enstatite achondrite, American Mineralogist 67, 132-136","hexagonal","","Na Cr^3+ S^2-"
"Catalanoite","Catalanoite","Catalanoite","Na2HPO4·8H2O","Na2(HPO4)·8H2O","Na_2_HPO_4_·8H_2_O","Na_2_(HPO_4_)·8H_2_O","Na<sub>2</sub>HPO<sub>4</sub>·8H<sub>2</sub>O","Na<sub>2</sub>(HPO<sub>4</sub>)·8H<sub>2</sub>O","Na H P O","IMA2002-008","","4977","Argentina","2002","Approved"," "," ","Ruiz T V, Sureda R J (2002) Catalanoite, Na_2_H[PO_4_].8H_2_O, a new evaporite mineral from Santa Maria alkaline lagoon, Los Andes department, Salta province, Argentina, 18th General Meeting of the International Mineralogical Association, Edinburgh, UK Abstract, 143-143","orthorhombic","","Na H P O"
"Catamarcaite","Catamarcaite","Catamarcaite","Cu6GeWS8","Cu6GeWS8","Cu_6_GeWS_8_","Cu_6_GeWS_8_","Cu<sub>6</sub>GeWS<sub>8</sub>","Cu<sub>6</sub>GeWS<sub>8</sub>","Cu Ge W S","IMA2003-020","","5233","Argentina","2003","Approved"," "," ","Putz H, Paar W H, Topa D, Makovicky E, Roberts A C (2006) Catamarcaite, Cu<sub>6</sub>GeWS<sub>8</sub>, a new germanium sulfide mineral species from Capillitas, Catamarca, Argentina: Description, paragenesis and crystal structure, The Canadian Mineralogist 44, 1481-1497","hexagonal","9","Cu Ge W S"
"Catapleiite","Catapleiite","Catapleiite","Na2Zr4+Si3O9·2H2O","Na2Zr(Si3O9)·2H2O","Na_2_Zr^4+^Si_3_O_9_·2H_2_O","Na_2_Zr(Si_3_O_9_)·2H_2_O","Na<sub>2</sub>Zr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O","Na<sub>2</sub>Zr(Si<sub>3</sub>O<sub>9</sub>)·2H<sub>2</sub>O","Na Zr Si O H","","R040005 R060198 R060208","1351","Norway","1850","Grandfathered|Approved","Catapleiite"," ","Weibye P H, Berlin N J, Sjogren K A, Borck J B (1850) Neue mineralien aus Norwegen, Annalen der Physik und Chemie 79, 299-304","monoclinic|orthorhombic","2613","Na Zr^4+ Si O H"
"Cattierite","Cattierite","Cattierite","Co2+(S2)2-","CoS2","Co^2+^(S_2_)^2-^","CoS_2_","Co<sup>2+</sup>(S<sub>2</sub>)<sup>2-</sup>","CoS<sub>2</sub>","Co S","","R061039","1352","Democratic Republic of the Congo","1945","Grandfathered|Approved","Pyrite","pyrite","Kerr P F (1945) Cattierite and vaesite: New Co-Ni minerals from the Belgian Congo, American Mineralogist 30, 483-497 ","cubic","2716","Co^2+ S"
"Cattiite","Cattiite","Cattiite","Mg3(PO4)2·22H2O","Mg3(PO4)2·22H2O","Mg_3_(PO_4_)_2_·22H_2_O","Mg_3_(PO_4_)_2_·22H_2_O","Mg<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·22H<sub>2</sub>O","Mg<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·22H<sub>2</sub>O","Mg P O H","IMA2000-032","","1353","Russia","2000","Approved"," "," ","Britviv S N, Ferraris G, Ivaldi G, Bogdanova A N, Chukanov N V (2002) Cattiite, Mg<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·22H<sub>2</sub>O, a new mineral from Zhelezny mine (Kovdor Massif, Kola Peninsula, Russia), Neues Jahrbuch für Mineralogie, Monatshefte 2002, 160-168","triclinic","1790","Mg P O H"
"Cavansite","Cavansite","Cavansite","CaV4+OSi4O10·4H2O","Ca(V4+O)(Si4O10)·4H2O","CaV^4+^OSi_4_O_10_·4H_2_O","Ca(V^4+^O)(Si_4_O_10_)·4H_2_O","CaV<sup>4+</sup>OSi<sub>4</sub>O<sub>10</sub>·4H<sub>2</sub>O","Ca(V<sup>4+</sup>O)(Si<sub>4</sub>O<sub>10</sub>)·4H<sub>2</sub>O","Ca V O Si H","IMA1967-019","R050400","1354","USA","1967","Approved"," "," ","Staples L W, Evans H T, Lindsay J R (1973) Cavansite and pentagonite, new dimorphous calcium vanadium silicate minerals from Oregon, American Mineralogist 58, 405-411","orthorhombic","","Ca V^4+ O Si H"
"Cavoite","Cavoite","Cavoite","CaV4+3O7","CaV3O7","CaV^4+^_3_O_7_","CaV_3_O_7_","CaV<sup>4+</sup><sub>3</sub>O<sub>7</sub>","CaV<sub>3</sub>O<sub>7</sub>","Ca V O","IMA2001-024","","1355","Italy","2001","Approved"," "," ","Basso R, Lucchetti G, Martinelli A, Palenzona A (2003) Cavoite, CaV<sub>3</sub>O<sub>7</sub>, a new mineral from the Gambatesa mine, northern Apennines, Italy, European Journal of Mineralogy 15, 181-184","orthorhombic","100","Ca V^4+ O"
"Cayalsite-(Y)","Cayalsite-(Y)","Cayalsite-(Y)","CaY6Al2Si4O18F6","CaY6Al2Si4O18F6","CaY_6_Al_2_Si_4_O_18_F_6_","CaY_6_Al_2_Si_4_O_18_F_6_","CaY<sub>6</sub>Al<sub>2</sub>Si<sub>4</sub>O<sub>18</sub>F<sub>6</sub>","CaY<sub>6</sub>Al<sub>2</sub>Si<sub>4</sub>O<sub>18</sub>F<sub>6</sub>","Ca Y Al Si O F","IMA2011-094","","6066","Norway","2011","Approved"," "," ","Malcherek T, Schlüter J, Cooper M, Ball N, Husdal T (2015) Cayalsite-(Y), a new rare-earth calcium aluminum fluorosilicate with OD character. European Journal of Mineralogy 27, 683-694","orthorhombic|monoclinic","1788","Ca Y Al Si O F"
"Caysichite-(Y)","Caysichite-(Y)","Caysichite-(Y)","(Ca,Yb,Er)4Y4Si8O20(CO3)6(OH)·7H2O","(Ca,Yb,Er)4Y4(Si8O20)(CO3)6(OH)·7H2O","(Ca,Yb,Er)_4_Y_4_Si_8_O_20_(CO_3_)_6_(OH)·7H_2_O","(Ca,Yb,Er)_4_Y_4_(Si_8_O_20_)(CO_3_)_6_(OH)·7H_2_O","(Ca,Yb,Er)<sub>4</sub>Y<sub>4</sub>Si<sub>8</sub>O<sub>20</sub>(CO<sub>3</sub>)<sub>6</sub>(OH)·7H<sub>2</sub>O","(Ca,Yb,Er)<sub>4</sub>Y<sub>4</sub>(Si<sub>8</sub>O<sub>20</sub>)(CO<sub>3</sub>)<sub>6</sub>(OH)·7H<sub>2</sub>O","Ca Yb Er Y Si O C H","IMA1973-044, IMA1987 s.p.","R080143","1356","Canada","1973","Approved|Renamed"," "," ","Hogarth D D, Chao G Y, Plant A G, Steacy H R (1974) Caysichite, a new silico-carbonate of yttrium and calcium, The Canadian Mineralogist 12, 293-298

Name changed from caysichite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","1682","Ca Yb Er Y Si O C H"
"Cebaite-(Ce)","Cebaite-(Ce)","Cebaite-(Ce)","Ba3Ce2(CO3)5F2","Ba3Ce2(CO3)5F2","Ba_3_Ce_2_(CO_3_)_5_F_2_","Ba_3_Ce_2_(CO_3_)_5_F_2_","Ba<sub>3</sub>Ce<sub>2</sub>(CO<sub>3</sub>)<sub>5</sub>F<sub>2</sub>","Ba<sub>3</sub>Ce<sub>2</sub>(CO<sub>3</sub>)<sub>5</sub>F<sub>2</sub>","Ba Ce C O F","IMA1987 s.p.","R060248","1357","China","1983","Approved|Renamed"," "," ","Zhang P, Tao K (1983) New data for cebaite, Scientia Geologica Sinica 1983(4) 409-413

Name changed from cebaite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","2070","Ba Ce C O F"
"Cebollite","Cebollite","Cebollite","Ca5Al2(SiO4)3(OH)4","Ca5Al2(SiO4)3(OH)4","Ca_5_Al_2_(SiO_4_)_3_(OH)_4_","Ca_5_Al_2_(SiO_4_)_3_(OH)_4_","Ca<sub>5</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>","Ca<sub>5</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>","Ca Al Si O H","","","1358","USA","1914","Questionable mineral species|Approved","Melilite"," ","Larsen E S, Schaller W T (1914) Cebollite, a new mineral, Journal of the Washington Academy of Sciences 4, 480-482","","589","Ca Al Si O H"
"Celestine","Celestine","Celestine","SrS6+O4","Sr(SO4)","SrS^6+^O_4_","Sr(SO_4_)","SrS<sup>6+</sup>O<sub>4</sub>","Sr(SO<sub>4</sub>)","Sr S O","","R040007 R050008","1362","USA","1778","Approved","Baryte","celestine","Mineral name has been known since antiquity and predates any formal descriptive publication. For instance, it is mentioned in:
Bras-de-Fer L (1778) (84) Terre (Élément)","orthorhombic","2742","Sr S^6+ O"
"Celleriite","Celleriite","Celleriite","[box](Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH)","[box](Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH)","[box](Mn^2+^_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","[box](Mn^2+^_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","<span style=""border: 1px solid #333; font-size:7px;"">   </span>(Mn<sup>2+</sup><sub>2</sub>Al)Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH)","<span style=""border: 1px solid #333; font-size:7px;"">   </span>(Mn<sup>2+</sup><sub>2</sub>Al)Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH)","Mn Al Si O B H","IMA20219-089","","6975","Italy","2020","Pending publication|Approved","Tourmaline"," ","Miyawaki R, Hatert F, Pasero M, Mills S J (2020) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 53. Mineralogical Magazine 84, 159-163","hexagonal","","Mn^2+ Al Si O B H"
"Celsian","Celsian","Celsian","BaAl2Si2O8","Ba(Al2Si2O8)","BaAl_2_Si_2_O_8_","Ba(Al_2_Si_2_O_8_)","BaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>","Ba(Al<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>)","Ba Al Si O","","R060152 R060460","1363","Sweden","1895","Grandfathered|Approved","Feldspar","feldspar","Sjögren H (1895) Celsian, en anorthiten motsvarande bariumfältspat från Jakobsberg. Preliminärt meddelande, Geologiska Föreningens i Stockholm Förhandlingar 17, 578-582","monoclinic","2500","Ba Al Si O"
"Cerchiaraite-(Al)","Cerchiaraite-(Al)","Cerchiaraite-(Al)","Ba4Al4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba4Al4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba<sub>4</sub>Al<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba<sub>4</sub>Al<sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba Al Si O H Cl","IMA2012-011","","6070","USA","2012","Approved","Cerchiaraite"," ","Kampf A R, Roberts A C, Venance K E, Carbone C, Belmonte D, Dunning G E, Walstrom R E (2013) Cerchiaraite-(Fe) and cerchiaraite-(Al), two new barium cyclosilicate chlorides from Italy and California, USA, Mineralogical Magazine 77, 69-80","tetragonal","145","Ba Al Si O H Cl"
"Cerchiaraite-(Fe)","Cerchiaraite-(Fe)","Cerchiaraite-(Fe)","Ba4Fe3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba4Fe3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba<sub>4</sub>Fe<sup>3+</sup><sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba<sub>4</sub>Fe<sup>3+</sup><sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba Fe Si O H Cl","IMA2012-012","","6071","Italy / USA","2012","Approved","Cerchiaraite"," ","Kampf A R, Roberts A C, Venance K E, Carbone C, Belmonte D, Dunning G E, Walstrom R E (2013) Cerchiaraite-(Fe) and cerchiaraite-(Al), two new barium cyclosilicate chlorides from Italy and California, USA, Mineralogical Magazine 77, 69-80","tetragonal","542","Ba Fe^3+ Si O H Cl"
"Cerchiaraite-(Mn)","Cerchiaraite-(Mn)","Cerchiaraite-(Mn)","Ba4Mn3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba4Mn3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4]","Ba_4_Mn^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba_4_Mn^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_]","Ba<sub>4</sub>Mn<sup>3+</sup><sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba<sub>4</sub>Mn<sup>3+</sup><sub>4</sub>(Si<sub>4</sub>O<sub>12</sub>)O<sub>2</sub>(OH)<sub>4</sub>Cl<sub>2</sub>[Si<sub>2</sub>O<sub>3</sub>(OH)<sub>4</sub>]","Ba Mn Si O H Cl","IMA1999-012","","1364","Italy","1999","Approved|Renamed","Cerchiaraite"," ","Basso R, Lucchetti G, Zefiro L, Palenzona A (2000) Cerchiaraite, a new natural Ba-Mn-mixed-anion silicate chloride from the Cerchiara mine, northern Apennines, Italy, Neues Jahrbuch für Mineralogie, Monatshefte 2000, 373-384

Chemical formula revised and name changed from cerchiaraite to cerchiaraite-(Mn):
Kampf A R, Roberts A C, Venance K E, Carbone C, Belmonte D, Dunning G E, Walstrom R E (2013) Cerchiaraite-(Fe) and cerchiaraite-(Al), two new barium cyclosilicate chlorides from Italy and California, USA, Mineralogical Magazine 77, 69-80","tetragonal","201","Ba Mn^3+ Si O H Cl"
"Cerite-(Ce)","Cerite-(Ce)","Cerite-(Ce)","(Ce,La,Ca)9(Mg,Fe3+)(SiO4)3(SiO3OH)4(OH)3","(Ce,La,Ca)9(Mg,Fe3+)(SiO4)3(SiO3OH)4(OH)3","(Ce,La,Ca)_9_(Mg,Fe^3+^)(SiO_4_)_3_(SiO_3_OH)_4_(OH)_3_","(Ce,La,Ca)_9_(Mg,Fe^3+^)(SiO_4_)_3_(SiO_3_OH)_4_(OH)_3_","(Ce,La,Ca)<sub>9</sub>(Mg,Fe<sup>3+</sup>)(SiO<sub>4</sub>)<sub>3</sub>(SiO<sub>3</sub>OH)<sub>4</sub>(OH)<sub>3</sub>","(Ce,La,Ca)<sub>9</sub>(Mg,Fe<sup>3+</sup>)(SiO<sub>4</sub>)<sub>3</sub>(SiO<sub>3</sub>OH)<sub>4</sub>(OH)<sub>3</sub>","Ce La Ca Mg Fe Si O H","IMA1987 s.p.","R060708","1367","Sweden","1804","Approved|Renamed","Cerite"," ","Hisinger W, Berzelius J J (1804) Cerium ein neues metal aus einer schwedischen Steinart, Bastnäs Tungestein genannt, Neues Allgemeines Journal der Chemie 2, 397-418

Name changed from cerite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042

Chemical formula revised:
Pakhomovsky Y A, Men’shikov Y P, Yakovenchuk V N, Ivanyuk G Y, Krivovichev S V, Burns P C (2002) Cerite-(La), (La,Ce,Ca)<sub>9</sub>(Fe,Ca,Mg)(SiO<sub>4</sub>)<sub>3</sub>[SiO<sub>3</sub>(OH)]<sub>4</sub>(OH)<sub>3</sub>, a new mineral species from the Khibina alkaline massif: Occurrence and crystal structure, The Canadian Mineralogist 40, 1177-1184","hexagonal","2500","Ce La Ca Mg Fe^3+ Si O H"
"Cerium","Cerium","Cerium","Ce","Ce","Ce","Ce","Ce","Ce","Ce","","","5420","Moon","2002","Questionable mineral species|Approved"," "," ","Bogatikov O A, Gorshkov A I, Mokhov A V, Kartashov P M, Ashikhmina N A, Magazina L O (2002) New finds of native metals in a lunar regolith from the Crisis Sea, Doklady Earth Sciences 382, 83-85","cubic|hexagonal","","Ce"
"Černýite","Cernyite","&#268;ern&#253;ite","Cu1+2Cd2+Sn4+S2-4","Cu2CdSnS4","Cu^1+^_2_Cd^2+^Sn^4+^S^2-^_4_","Cu_2_CdSnS_4_","Cu<sup>1+</sup><sub>2</sub>Cd<sup>2+</sup>Sn<sup>4+</sup>S<sup>2-</sup><sub>4</sub>","Cu<sub>2</sub>CdSnS<sub>4</sub>","Cu Cd Sn S","IMA1976-057","R070179","1369","Canada","1976","Approved","Stannite","stannite","Kissin S A, Owens D R, Roberts W L (1978) Cernýite, a copper-cadmium-tin sulfide with the stannite structure, The Canadian Mineralogist 16, 139-146","tetragonal","2644","Cu^1+ Cd^2+ Sn^4+ S^2-"
